,Location,onset_figs,heading,flower_beg,flower_end,grain_fill_beg,grain_fill_end,Longitude,Latitude,Country
403,CHE-S305,106,245,252,260,278,137,7.1,45.9167,CHE
404,CHE-S307,106,235,240,246,260,317,7.5,46.0833,CHE
405,CHE-S312,106,281,302,131,156,192,7.56667,46.1833,CHE
406,CHE-S315,106,242,248,256,272,127,7.93333,46.1167,CHE
407,CHE-S316,106,264,275,289,131,176,7.91667,46.15,CHE
408,CHE-S317,106,181,189,197,211,247,7.91667,46.1167,CHE
409,CHE-S318,106,251,259,268,290,151,7.95,46.1,CHE
410,CHE-S319,106,229,234,239,251,291,7.88333,46.2,CHE
411,CHE-S323,106,223,228,232,242,273,9.4,46.7,CHE
412,CHE-S326,106,239,245,253,269,125,9.45,46.7833,CHE
413,CHE-S330,106,0,0,0,0,0,9.93333,46.6167,CHE
414,CHE-S334,106,220,224,229,238,266,10.4333,46.8667,CHE
415,CHE-S335,106,208,216,224,242,0,9.21667,46.9,CHE
416,CHE-S339,106,232,237,242,255,300,8.85,46.65,CHE
417,CHE-S340,106,263,275,289,133,176,8.83333,46.6333,CHE
418,CHE-S347,106,228,232,237,249,287,10.0833,46.75,CHE
419,CHE-S348,106,242,249,257,275,137,10.1,46.7667,CHE
420,CHE-S349,106,240,246,253,269,126,10.1,46.75,CHE
421,CHE-S350,106,239,245,252,268,123,10.1,46.7,CHE
422,CHE-S351,106,275,291,121,149,186,10.15,46.7833,CHE
423,CHE-S354,106,244,251,259,279,142,9.86667,46.85,CHE
424,CHE-S355,106,276,292,123,150,187,10.25,46.8,CHE
425,CHE-S359,106,283,115,135,158,193,9.91667,46.7833,CHE
426,CHE-S363,106,270,284,110,144,183,10.2,46.7833,CHE
427,CHE-S364,106,252,260,270,300,158,9.51667,46.7,CHE
428,CHE-S369,106,246,254,262,282,144,9.73333,46.65,CHE
429,CHE-S370,106,225,229,234,244,278,9.66667,46.6833,CHE
430,CHE-S371,106,244,251,259,279,142,9.76667,46.7333,CHE
431,CHE-S378,106,235,241,247,261,105,10.2333,46.7833,CHE
432,CHE-S397,106,239,245,252,268,125,9.13611,46.6889,CHE
433,CHE-S400,106,247,255,263,284,146,10.3361,46.8194,CHE
434,CHN-S215,137,140,151,160,175,209,89.6333,28.9333,CHN
435,CHN-S218,106,170,172,175,180,192,77.2333,38.4167,CHN
436,CHN-S221,106,178,181,184,190,203,86,42,CHN
437,CHN-S251,106,171,174,176,182,194,82.6667,41.5833,CHN
438,CHN-S274,106,177,180,183,189,201,87.6,43.8,CHN
439,CHN-S277,106,178,181,184,189,202,87.5833,43.8,CHN
440,CHN-S330,145,276,290,92,122,161,88.8833,29.25,CHN
441,CHN::1,275,82,88,93,103,121,117,32,CHN
442,CHN::10,106,188,191,194,200,215,87.5,43.5,CHN
443,CHN::11,245,317,322,328,340,14,105,29.8333,CHN
444,CHN::12,147,263,274,288,112,153,91,30,CHN
445,CHN::14,275,61,69,76,87,109,112,31,CHN
446,CHN::15,275,66,73,80,92,113,112,28,CHN
447,CHN::16,289,136,140,143,149,162,116,39,CHN
448,CHN::18,275,99,104,108,116,133,114,34,CHN
449,CHN::19,245,311,316,321,332,4,116,28,CHN
450,CHN::20,275,78,85,91,102,122,118.8,33.05,CHN
451,CHN::23,289,142,146,149,156,169,118,36,CHN
452,CHN::24,289,149,153,156,162,176,108.833,35,CHN
453,CHN::25,288,157,160,163,169,183,112,37,CHN
454,CHN::26,275,11,18,25,37,63,101,24,CHN
455,CHN::3,106,212,216,220,228,250,102,38,CHN
456,CHN::35,245,320,326,333,350,50,120,29,CHN
457,CHN::8,146,204,207,210,215,228,123.4,41.7833,CHN
458,CHN80::11,106,182,185,188,194,207,87.8667,43.5667,CHN
459,CHN80::12,106,180,183,186,192,205,88.2333,43.3667,CHN
460,CHN80::13,106,195,198,201,208,224,87.55,42.9833,CHN
461,CYP78::15,289,48,56,63,77,103,33.1,34.9833,CYP
462,CYP78::37,288,31,39,47,61,89,32.5333,34.9167,CYP
463,CYP78::47,290,22,29,36,49,77,32.5,34.9333,CYP
464,DNK-S4,103,214,218,223,231,254,12.4167,55.7,DNK
465,DNK-S5,102,215,220,224,233,255,11.5167,54.7833,DNK
466,DZA-S2,275,1,8,16,30,59,5.6,35.0333,DZA
467,DZA-S5,285,16,22,28,40,66,1.35,36.1833,DZA
468,DZA-S65,275,359,365,5,17,44,0.13333,36.0333,DZA
469,DZA-S7,298,118,123,127,135,152,6.06667,35.1667,DZA
470,DZA-S78,275,354,361,2,16,45,3,28,DZA
471,DZA-S800,294,110,115,120,129,148,7.11667,35.8833,DZA
472,DZA23::12,275,358,364,6,19,47,5.68333,34.8333,DZA
473,DZA23::13,275,358,364,6,19,47,5.59778,35.0331,DZA
474,DZA23::16,275,357,363,5,18,47,6.01667,33.1667,DZA
475,DZA23::8,275,357,363,5,18,46,6.06667,33.1,DZA
476,DZA23::9,317,102,106,111,119,137,5.66667,35.2167,DZA
477,DZA89-A:1,266,344,350,356,2,31,3.57056,36.7606,DZA
478,DZA89-A:11,304,99,104,109,118,138,7.11667,35.8167,DZA
479,DZA89-A:12,303,115,119,124,132,150,7.13333,35.4167,DZA
480,DZA89-A:17,294,95,101,106,116,136,6,35.6333,DZA
481,DZA89-A:18,284,112,117,122,131,150,5.78333,35.8,DZA
482,DZA89-A:19,295,81,87,92,103,123,5.66667,35.6333,DZA
483,DZA89-A:20,300,111,116,121,130,148,6.25,35.6333,DZA
484,DZA89-A:22,294,96,101,106,116,136,5.5,35.6333,DZA
485,DZA89-A:23,300,85,90,95,105,125,5.37556,35.5094,DZA
486,DZA89-A:25,275,359,365,6,20,48,5.78333,34.85,DZA
487,DZA89-A:26,275,358,364,5,18,47,5.5,34.7,DZA
488,DZA89-A:27,319,81,85,90,99,119,4.38333,35.45,DZA
489,DZA89-A:29,311,81,86,91,100,120,4.52194,35.2303,DZA
490,DZA89-A:30,304,100,105,110,119,138,3.91667,35,DZA
491,DZA89-A:31,300,107,112,117,126,144,3.5,34.75,DZA
492,DZA89-A:32,297,116,121,126,134,152,3.8,34.85,DZA
493,DZA89-A:33,298,115,120,124,133,151,3.08333,34.5,DZA
494,DZA89-A:34,275,36,44,52,65,90,3.16667,34,DZA
495,DZA89-A:35,299,107,112,116,125,144,3.23,34.7347,DZA
496,DZA89-A:36,307,116,120,125,133,150,2.04861,34.1969,DZA
497,DZA89-A:39,294,49,56,62,73,96,0.61667,35.4,DZA
498,DZA89-A:4,286,28,35,42,56,82,7.48333,36.4833,DZA
499,DZA89-A:8,284,46,54,61,74,100,8,36.2833,DZA
500,DZA89-A:9,307,94,99,104,113,133,8,35.65,DZA
501,DZA89-B:1,264,340,345,350,362,25,3.85556,36.8983,DZA
502,DZA89-B:11,288,33,40,47,60,85,7.61667,36.3667,DZA
503,DZA89-B:12,284,33,41,48,62,88,7.63333,36.35,DZA
504,DZA89-B:13,272,54,63,70,84,111,7.83333,36.3333,DZA
505,DZA89-B:14,282,66,73,80,92,117,7.88333,36.2667,DZA
506,DZA89-B:23,294,110,115,120,129,147,8.21667,35.55,DZA
507,DZA89-B:24,297,110,115,120,129,147,8.2,35.4833,DZA
508,DZA89-B:26,301,113,118,123,131,149,7.8,35.35,DZA
509,DZA89-B:3,282,67,73,80,92,117,6.58333,36.2167,DZA
510,DZA89-B:32,302,102,107,112,120,139,5.96667,35.4167,DZA
511,DZA89-B:33,305,104,109,114,123,141,5.95,35.4,DZA
512,DZA89-B:34,293,142,146,150,157,171,6.41667,35.35,DZA
513,DZA89-B:35,295,131,136,140,147,163,6.41667,35.3333,DZA
514,DZA89-B:37,315,118,122,126,134,151,6.28333,35.15,DZA
515,DZA89-B:38,293,123,128,132,140,157,6.35,35.4333,DZA
516,DZA89-B:4,280,85,91,98,109,132,6.93333,36.3,DZA
517,DZA89-B:40,306,102,107,111,120,138,6.23333,35.1333,DZA
518,DZA89-B:41,275,359,365,6,20,48,5.38333,34.5667,DZA
519,DZA89-B:42,310,96,100,105,114,133,4.46889,35.0853,DZA
520,DZA89-B:44,302,99,105,109,119,138,3.98333,35.1167,DZA
521,DZA89-B:45,303,98,103,108,117,136,3.96667,35.0333,DZA
522,DZA89-B:47,313,104,109,113,122,139,4.16667,34.7667,DZA
523,DZA89-B:48,312,107,112,116,125,143,3.98333,34.6333,DZA
524,DZA89-B:49,301,106,111,116,125,143,3.66667,34.8667,DZA
525,DZA89-B:51,303,71,76,82,92,114,3.93333,35.6667,DZA
526,DZA89-B:57,268,41,51,60,75,103,4.58333,36.2667,DZA
527,DZA89-B:58,261,349,356,363,14,50,4.15,36.8333,DZA
528,DZA89-B:60,265,346,352,359,6,37,4.02389,36.7322,DZA
529,DZA89-B:64,261,8,19,29,49,83,4.53333,36.7167,DZA
530,DZA89-B:7,278,50,58,65,79,105,7.03333,36.4167,DZA
531,DZA89-B:8,280,48,56,64,77,103,7.05,36.4,DZA
532,DZA90:1,294,29,35,41,52,75,0.5,35.8333,DZA
533,DZA90:10,275,61,68,74,86,109,-0.28333,33.5167,DZA
534,DZA90:11,275,36,44,52,65,90,0.53833,32.7506,DZA
535,DZA90:14,275,361,2,9,23,52,-2.71667,31.0333,DZA
536,DZA90:15,275,359,365,7,21,49,-2.71667,30.9167,DZA
537,DZA90:17,296,101,106,111,121,141,-1.25,34.2167,DZA
538,DZA90:2,294,53,59,65,76,99,0.25,35.3333,DZA
539,DZA90:24,302,53,59,65,76,98,-1.71667,34.8333,DZA
540,DZA90:26,294,71,77,83,94,116,-1.33333,34.8667,DZA
541,DZA90:27,289,95,101,106,116,138,-1.35,34.7833,DZA
542,DZA90:28,295,85,91,96,106,128,-1.32806,34.6044,DZA
543,DZA90:3,292,57,63,69,81,104,0.16667,35.5167,DZA
544,DZA90:30,294,73,79,85,95,118,-1.21667,34.9167,DZA
545,DZA90:31,294,55,61,67,78,101,0.08333,35.25,DZA
546,DZA90:32,293,56,62,68,79,103,-0.5,35.3667,DZA
547,DZA90:33,294,50,57,63,74,97,0.71944,35.3817,DZA
548,DZA90:34,295,32,38,43,55,78,-0.63333,35.6667,DZA
549,DZA90:4,297,88,93,99,109,129,0.11667,34.75,DZA
550,DZA90:6,298,83,89,94,104,125,-0.13333,34.8,DZA
551,DZA90:8,315,104,109,113,122,140,-0.08333,34.05,DZA
552,DZA90:9,275,61,68,74,86,109,-0.31667,33.25,DZA
553,EGY-S17,275,342,346,351,360,19,31.5833,30.6833,EGY
554,EGY-S18,275,345,350,355,1,27,30.65,28.3,EGY
555,EGY-S19,275,347,352,357,3,29,25.1667,31.5167,EGY
556,EGY-S20,275,348,353,358,4,31,29.1167,30.55,EGY
557,EGY-S22,275,348,353,358,3,30,29.5333,30.8167,EGY
558,EGY-S23,275,342,347,352,361,20,31.25,29.8833,EGY
559,EGY-S24,275,345,349,354,364,24,29.8,31.0167,EGY
560,EGY-S25,275,341,346,350,360,18,31.8,30.8,EGY
561,EGY-S27,275,344,348,353,363,22,30.85,30.4667,EGY
562,EGY-S46,275,346,351,356,1,27,29.5833,30.9333,EGY
563,EGY-S47,275,346,351,356,1,28,29.5667,30.9167,EGY
564,EGY-S48,275,346,351,356,1,27,29.5333,30.9167,EGY
565,EGY-S49,275,343,347,352,361,21,31.2167,29.8833,EGY
566,EGY-S50,275,336,340,344,351,6,34.1,26.0667,EGY
567,EGY-S53,275,342,346,351,360,19,31.6,30.6667,EGY
568,EGY-S57,275,345,350,355,1,28,30.75,28.0833,EGY
569,EGY::8,275,343,348,352,362,22,31.2,30,EGY
570,EGY87:1,275,342,346,351,360,18,33.8333,31.1333,EGY
571,EGY87:10,336,71,75,79,87,104,34.3,30.7833,EGY
572,EGY87:11,336,65,69,73,81,99,34,30.9333,EGY
573,EGY87:12,275,351,357,363,10,38,34.4833,30.5667,EGY
574,EGY87:13,348,78,82,86,93,109,34.1667,30.9,EGY
575,EGY87:14,336,64,68,72,80,97,33.8,31.1,EGY
576,EGY87:16,325,51,56,60,68,87,33.95,31.1617,EGY
577,EGY87:19,321,48,53,58,67,85,34.15,31.15,EGY
578,EGY87:2,342,70,74,78,85,102,33.8333,31.05,EGY
579,EGY87:20,275,344,348,353,363,23,34.1833,30.8167,EGY
580,EGY87:21,325,54,58,63,71,90,34.1667,31.0833,EGY
581,EGY87:22,325,54,58,63,71,90,34.1483,31.0822,EGY
582,EGY87:23,325,54,58,63,71,90,34.1486,31.0861,EGY
583,EGY87:24,320,47,52,57,66,85,34.1667,31.15,EGY
584,EGY87:25,316,41,46,51,61,80,34.2333,31.2333,EGY
585,EGY87:26,317,41,46,51,60,79,34.15,31.25,EGY
586,EGY87:27,275,341,345,350,359,17,33.2167,31.0167,EGY
587,EGY87:28,316,41,46,51,61,80,34.2167,31.2333,EGY
588,EGY87:29,345,74,78,82,89,106,33.9833,30.9667,EGY
589,EGY87:30,342,70,74,78,85,102,33.8389,31.0439,EGY
590,EGY87:31,275,343,347,352,361,21,33.6833,30.6494,EGY
591,EGY87:32,275,344,348,353,363,23,33.8522,30.4533,EGY
592,EGY87:33,275,346,351,356,2,28,33.9758,29.9836,EGY
593,EGY87:34,275,341,345,350,359,17,32.5167,30.8167,EGY
594,EGY87:36,275,341,345,349,358,16,32.4667,30.8833,EGY
595,EGY87:37,275,342,346,351,360,19,32.4333,30.7,EGY
596,EGY87:38,275,341,345,350,359,17,32.35,30.7833,EGY
597,EGY87:4,342,71,75,79,87,104,33.8833,31.0167,EGY
598,EGY87:40,275,341,345,350,359,17,32.3167,30.7,EGY
599,EGY87:41,275,345,350,355,365,25,27.2167,31.3333,EGY
600,EGY87:43,275,345,350,355,365,25,27.2,31.3333,EGY
601,EGY87:44,275,346,350,355,365,26,27.05,31.3667,EGY
602,EGY87:45,275,345,350,355,365,25,26.8717,31.4297,EGY
603,EGY87:48,275,347,352,357,3,29,26.9333,31.3833,EGY
604,EGY87:49,275,346,350,355,365,26,26.4167,31.5,EGY
605,EGY87:5,364,89,93,96,103,119,33.8833,31,EGY
606,EGY87:51,275,347,352,357,3,29,27.0264,31.3389,EGY
607,EGY87:52,275,347,352,357,2,28,27.1389,31.2731,EGY
608,EGY87:53,275,347,352,357,2,29,27.105,31.2917,EGY
609,EGY87:54,275,347,352,358,3,30,27.0578,31.3006,EGY
610,EGY87:55,275,348,353,358,4,31,26.7733,31.3514,EGY
611,EGY87:56,275,347,352,358,3,30,26.7017,31.3828,EGY
612,EGY87:57,275,347,352,358,3,29,26.6333,31.4167,EGY
613,EGY87:58,275,347,352,357,2,28,26.6347,31.4378,EGY
614,EGY87:6,347,75,79,83,90,107,33.8797,31.0017,EGY
615,EGY87:60,275,350,356,361,8,36,26.1667,31.1667,EGY
616,EGY87:61,275,350,356,361,8,36,26.1333,31.1667,EGY
617,EGY87:62,275,350,356,361,8,36,26.0833,31.1667,EGY
618,EGY87:63,275,347,352,357,2,28,25.3458,31.4231,EGY
619,EGY87:64,275,351,357,362,9,38,25.4,31.1667,EGY
620,EGY87:65,275,347,352,357,2,28,25.9167,31.5833,EGY
621,EGY87:67,275,347,352,357,2,28,25.8833,31.5833,EGY
622,EGY87:68,275,347,352,357,2,28,25.8667,31.5833,EGY
623,EGY87:69,275,346,351,356,2,28,26.85,31.4167,EGY
624,EGY87:71,275,349,354,359,5,32,27.1833,31.1667,EGY
625,EGY87:72,275,348,353,359,4,32,27.1667,31.2,EGY
626,EGY87:73,275,346,351,356,1,26,27.3333,31.25,EGY
627,EGY87:74,275,348,353,359,5,32,27.35,31.0833,EGY
628,EGY87:75,275,348,353,359,5,32,27.6,31.05,EGY
629,EGY87:76,275,347,352,357,2,28,27.85,31.1667,EGY
630,EGY87:77,275,347,352,357,3,29,27.85,31.1167,EGY
631,EGY87:78,275,348,353,358,4,31,27.85,31,EGY
632,EGY87:79,275,347,352,357,3,29,28.0833,31,EGY
633,EGY87:8,275,344,348,353,363,23,34.1869,30.6489,EGY
634,EGY87:80,275,347,352,357,3,29,28.1,31,EGY
635,EGY87:81,275,347,352,357,3,29,28.2389,30.9944,EGY
636,EGY87:82,275,347,352,357,3,29,28.2833,31,EGY
637,EGY87:83,275,347,352,357,2,28,28.4333,31,EGY
638,EGY87:84,275,347,351,356,2,28,28.5,31,EGY
639,EGY87:85,275,346,351,356,2,28,28.7333,30.9333,EGY
640,EGY87:86,275,347,352,357,2,29,28.3836,30.9758,EGY
641,EGY87:87,275,348,353,358,4,30,28.7319,30.6606,EGY
642,EGY87:88,275,346,351,356,2,28,28.8833,30.8167,EGY
643,EGY87:89,275,347,351,356,2,28,28.9833,30.7833,EGY
644,EGY87:9,275,345,350,355,365,25,34.2333,30.6833,EGY
645,EGY87:90,275,346,351,356,1,27,29.3331,30.8403,EGY
646,EGY87:91,275,348,353,358,4,31,28.4333,30.75,EGY
647,EGY87:92,275,347,351,356,2,28,29.5383,30.9133,EGY
648,EGY87:94,275,346,351,356,1,26,26.6333,31.4667,EGY
649,EGY89:15,275,346,351,357,2,29,25.4925,29.2342,EGY
650,EGY89:16,275,347,352,357,3,29,27.1833,31.25,EGY
651,EGY89:2,275,347,352,357,2,28,28.8333,30.8333,EGY
652,EGY89:30,323,48,53,58,66,85,33.9667,31.1667,EGY
653,EGY89:8,275,345,350,355,365,25,27.1667,31.35,EGY
654,EGY89:9,275,346,351,356,2,29,25.4833,29.2,EGY
655,ERI01::1,177,242,246,250,257,274,38.8322,15.0494,ERI
656,ERI01::10,177,248,252,256,264,284,38.9722,15.2036,ERI
657,ERI01::11,177,248,252,256,264,284,38.9906,15.1717,ERI
658,ERI01::13,177,247,251,255,263,282,39.135,15.0378,ERI
659,ERI01::14,177,242,245,249,256,273,38.9661,15.0503,ERI
660,ERI01::17,177,250,254,259,267,287,38.8486,15.4683,ERI
661,ERI01::19,177,249,253,257,265,285,38.7658,15.3336,ERI
662,ERI01::2,177,242,246,250,257,274,38.8319,15.0494,ERI
663,ERI01::23,177,246,250,254,262,281,38.7328,15.2669,ERI
664,ERI01::3,176,243,246,250,258,275,38.7839,15.0328,ERI
665,ERI01::5,177,243,246,250,257,275,38.8333,15.1,ERI
666,ERI01::6,177,249,253,257,265,285,38.75,15.3333,ERI
667,ERI01::7,175,243,247,251,259,277,38.7483,15.1014,ERI
668,ERI01::8,174,243,247,251,258,277,38.7483,14.9006,ERI
669,ERI01::9,177,249,254,258,266,286,38.7658,15.3161,ERI
670,ESP-S1612,273,100,106,112,123,146,-5.66667,40.9667,ESP
671,ESP-S1613,282,80,86,92,103,126,-3.87361,40.0922,ESP
672,ESP-S1614,273,88,95,101,113,137,-4.71667,41.6667,ESP
673,ESP-S1615,288,108,114,119,129,151,-4,40,ESP
674,ESP-S1616,273,92,99,106,118,142,-4.55,41.8833,ESP
675,ESP-S1617,275,90,97,104,117,142,-2.68333,42.7167,ESP
676,ESP-S1618,258,42,53,62,77,107,-2.08333,42.3167,ESP
677,ESP-S1619,267,50,59,66,79,106,-1.51667,42,ESP
678,ESP-S1620,275,75,81,88,99,123,-2.58333,42.55,ESP
679,ESP-S1621,268,47,56,64,78,106,-1.86667,39,ESP
680,ESP-S1622,281,68,74,80,92,116,-0.9,41.6667,ESP
681,ESP-S1862,275,118,124,130,141,163,2.26667,42.1833,ESP
682,ESP-S1902,259,32,43,54,69,99,-1.68333,42.2167,ESP
683,ESP-S1903,269,50,59,66,80,108,-1.95,38.9,ESP
684,ESP-S1938,254,98,106,113,125,150,-1.91667,41.85,ESP
685,ESP::30,274,80,87,93,104,128,-3.71667,40.45,ESP
686,ETH-S1040,186,240,242,245,250,263,40.1667,9.01667,ETH
687,ETH-S1088,175,243,247,251,259,277,39.4667,13.3333,ETH
688,ETH-S1136,136,199,203,206,213,229,37,12.5,ETH
689,ETH-S894,109,195,200,205,215,237,35.3167,9.61667,ETH
690,ETH-S895,110,173,176,180,187,203,35.2667,9.68333,ETH
691,ETH-S897,122,182,185,188,194,209,36.5,7,ETH
692,ETH-S899,168,237,241,244,253,272,39.5,12.5833,ETH
693,ETH::7,177,264,269,274,284,306,39.5,13.5,ETH
694,ETH50/51::36,179,240,243,246,253,268,40.0167,11.1833,ETH
695,ETH64:114,118,181,185,188,195,212,37.5167,12.7333,ETH
696,ETH64:116,126,189,193,196,203,220,37.7833,13,ETH
697,ETH64:443,156,219,222,225,232,247,39.3167,8.3,ETH
698,ETH64:544,110,181,185,189,197,216,37.4833,10.3167,ETH
699,ETH64:546,129,193,196,200,207,223,37.4833,11.6833,ETH
700,ETH64:559,122,209,213,218,228,252,37.95,13.15,ETH
701,ETH64:564,177,242,246,250,257,274,39.05,14.9667,ETH
702,ETH64:565,177,244,248,251,259,277,39.5667,13.65,ETH
703,ETH70-2::49,177,249,253,257,265,285,39.6,13.8667,ETH
704,ETH70:10,144,207,210,213,220,236,39.25,9.15,ETH
705,ETH70:130,170,230,233,236,243,258,39.5333,9.08333,ETH
706,ETH70:137,145,208,212,215,222,238,39.3,8.7,ETH
707,ETH70:138,175,233,236,239,245,259,39.5,8.68333,ETH
708,ETH70:139,175,233,236,239,245,259,39.55,8.66667,ETH
709,ETH70:140,176,234,237,240,246,260,39.6167,8.63333,ETH
710,ETH70:141,176,234,237,240,245,260,39.6333,8.63333,ETH
711,ETH70:142,175,233,236,239,245,259,39.5667,8.58333,ETH
712,ETH70:143,177,235,237,240,246,260,39.6,8.53333,ETH
713,ETH70:144,175,235,238,241,247,262,39.7,8.48333,ETH
714,ETH70:146,100,160,163,166,172,186,39.7667,8.46667,ETH
715,ETH70:15,126,189,192,195,202,219,38.7,9.51667,ETH
716,ETH70:150,177,235,238,241,247,261,39.6833,8.5,ETH
717,ETH70:24,113,178,182,185,192,210,38.7,10.1833,ETH
718,ETH70:26,104,168,171,175,181,198,38.6833,10.2833,ETH
719,ETH70:28,129,193,196,200,207,223,37.4667,11.6667,ETH
720,ETH70:30,133,200,203,207,215,232,37.4833,12.5333,ETH
721,ETH70:32,134,200,204,208,215,233,37.5,12.5167,ETH
722,ETH70:33,134,199,203,207,214,231,37.5,12.5333,ETH
723,ETH70:34,125,198,202,207,215,235,37.5,12.65,ETH
724,ETH70:35,123,203,207,212,221,242,37.4833,12.7,ETH
725,ETH70:36,124,202,207,211,220,241,37.4833,12.7167,ETH
726,ETH70:38,121,199,204,208,217,238,37.4667,12.7,ETH
727,ETH70:39,139,204,208,211,219,236,37.4833,12.7667,ETH
728,ETH70:40,124,200,205,209,218,239,37.4833,12.6833,ETH
729,ETH70:43,140,205,208,212,219,236,37.4833,12.8,ETH
730,ETH70:44,143,204,207,210,217,232,37.4833,12.8333,ETH
731,ETH70:46,142,202,205,208,214,229,37.4833,12.8833,ETH
732,ETH70:47,149,206,209,212,217,231,37.4833,12.9333,ETH
733,ETH70:48,149,205,208,211,217,231,37.4833,13,ETH
734,ETH70:49,139,207,211,214,222,240,37.4833,13.3333,ETH
735,ETH70:50,123,177,180,183,188,202,37.85,13.1,ETH
736,ETH70:51,169,234,238,241,248,265,38.65,14.1667,ETH
737,ETH70:52,167,233,236,240,247,264,38.6667,14.1667,ETH
738,ETH70:53,167,234,237,241,248,265,38.6333,14.1667,ETH
739,ETH70:54,168,236,239,243,251,269,38.7,14.1667,ETH
740,ETH70:55,168,236,239,243,250,268,38.7333,14.1667,ETH
741,ETH70:56,169,236,240,243,251,269,38.7833,14.1667,ETH
742,ETH70:57,170,238,241,245,253,270,38.8167,14.1667,ETH
743,ETH70:58,171,241,245,249,257,275,38.95,14.1667,ETH
744,ETH70:59,171,237,241,244,252,269,38.9333,14.25,ETH
745,ETH70:60,172,238,242,245,253,270,38.9333,14.3333,ETH
746,ETH70:61,169,236,239,243,250,268,38.75,14.1667,ETH
747,ETH70:62,172,237,241,244,251,268,38.9333,14.3167,ETH
748,ETH70:63,173,249,253,257,266,287,39.2,14.2167,ETH
749,ETH70:64,175,245,249,253,261,280,39.3333,14.2,ETH
750,ETH70:65,176,242,245,249,256,273,39.1833,14.3167,ETH
751,ETH70:66,179,237,240,243,249,263,39.6833,14.35,ETH
752,ETH70:67,176,243,246,250,258,276,39.2333,14.3667,ETH
753,ETH70:68,177,242,246,250,257,274,39.3333,14.4833,ETH
754,ETH70:69,177,254,258,263,272,293,39.4833,14.3167,ETH
755,ETH70:70,176,254,259,263,272,294,39.4167,14.3167,ETH
756,ETH70:73,177,252,256,260,269,289,39.4333,14.3667,ETH
757,ETH70:74,177,254,258,263,272,293,39.4833,14.2833,ETH
758,ETH70:75,176,251,255,259,268,289,39.4833,14.15,ETH
759,ETH70:76,176,249,253,257,265,285,39.4833,14.1167,ETH
760,ETH70:77,177,249,253,257,265,285,39.4833,14.0667,ETH
761,ETH70:78,177,246,250,254,262,281,39.5,13.9,ETH
762,ETH70:79,177,247,251,255,263,282,39.4833,13.9167,ETH
763,ETH70:81,175,243,247,251,258,277,39.55,13.3667,ETH
764,ETH70:82,176,241,245,249,256,274,39.55,13.2833,ETH
765,ETH70:83,176,241,244,248,256,273,39.55,13.2333,ETH
766,ETH70:85,174,242,246,250,258,277,39.55,13.15,ETH
767,ETH70:86,171,244,248,253,261,282,39.55,13.0167,ETH
768,ETH70:87,153,231,235,239,248,271,39.55,13,ETH
769,ETH70:88,100,181,185,189,198,218,39.55,12.95,ETH
770,ETH70:90,177,249,253,257,265,286,39.6833,12.75,ETH
771,ETH73-2::79,177,236,239,242,249,264,39.6833,11.95,ETH
772,FRA-S126,259,53,63,71,86,115,2.46667,42.7833,FRA
773,FRA-S128,259,57,66,73,87,114,-0.01667,44.5833,FRA
774,FRA-S181,259,114,120,126,136,157,7.36667,48.0833,FRA
775,FRA-S183,259,93,100,107,119,143,1.83333,48.8,FRA
776,FRA44::1,259,62,70,78,92,119,3.8,43.7664,FRA
777,GANDJA,266,95,100,104,112,129,46.561,40.59,GAN
778,GBR-S2,247,92,100,107,120,145,0.12167,52.2058,GBR
779,GEO-S29,266,116,121,126,135,153,44.4667,41.45,GEO
780,GEO-S56,34,149,152,156,162,176,42.6833,42.2667,GEO
781,GEO-S66,232,100,108,115,127,150,43.5,42,GEO
782,GEO-S67,268,151,155,159,167,185,45,41.5,GEO
783,GEO::17,262,94,100,106,116,136,44.1,41.9667,GEO
784,GEO::3,239,101,108,114,126,148,43.9667,42.2167,GEO
785,GEO::33,104,210,214,218,226,246,42.7167,43.0333,GEO
786,GEO01:12,109,216,220,224,232,255,43.47,41.5293,GEO
787,GEO01:4,116,230,235,240,251,294,45.1919,42.555,GEO
788,GEO07:2,114,216,221,225,233,256,42.5286,43.0531,GEO
789,GEO07:32,268,112,117,122,131,149,44.6539,41.385,GEO
790,GEO07:6,134,254,263,273,313,159,42.8728,43.0478,GEO
791,GEO07:9,123,225,229,233,243,273,42.8303,43.0458,GEO
792,GEO24::15,109,216,220,224,233,256,43.5167,41.7333,GEO
793,GEO24::22,109,213,217,222,230,251,44.5,42.4167,GEO
794,GEO77::1,261,93,99,105,116,136,44.7833,41.7333,GEO
795,GEO77::2,112,220,225,229,238,264,43.6167,42.4333,GEO
796,GEO81::1,114,221,225,230,239,266,42.6167,43.0667,GEO
797,GEO81::10,128,239,245,251,266,123,42.7333,43.05,GEO
798,GEO81::12,105,211,215,219,227,248,42.85,43.0333,GEO
799,GEO81::14,232,114,121,127,138,160,43.0667,42.4667,GEO
800,GEO81::2,121,235,240,246,260,107,42.5667,43.0333,GEO
801,GEO81::3,137,261,270,284,127,169,42.5833,43.05,GEO
802,GEO81::4,134,268,282,316,142,179,42.8667,43.05,GEO
803,GEO81::9,107,210,214,218,226,246,42.75,43.0667,GEO
804,GEO82::1,128,249,256,265,289,153,42.7167,43.05,GEO
805,GEO86::10,232,97,105,113,125,148,44.9167,41.95,GEO
806,GEO86::12,109,217,221,225,234,257,45.1167,42.4,GEO
807,GEO86::2,256,111,117,122,132,151,44.4667,41.9167,GEO
